Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,County
5719,CA-2015-124107,10/9/2015,10/12/2015,Second Class,BM-11650,Brian Moss,Corporate,Peru,Pariahuanca,Junin,110122,Central,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,29.403,3,0.1,5.2272,Huancayo
5720,CA-2017-126550,3/29/2017,4/2/2017,Second Class,RD-19720,Roger Demir,Consumer,Peru,Sibayo,Arequipa,040215,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,81.4,5,0.0,21.164,Caylloma
5721,CA-2015-138674,11/14/2015,11/17/2015,First Class,KB-16585,Ken Black,Corporate,Peru,Los Morochucos,Ayacucho,050206,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,5,0.2,2.289,Cangallo
5722,CA-2015-138674,11/14/2015,11/17/2015,First Class,KB-16585,Ken Black,Corporate,Peru,Los Morochucos,Ayacucho,050206,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.176,3,0.2,4.5588,Cangallo
5723,CA-2015-138674,11/14/2015,11/17/2015,First Class,KB-16585,Ken Black,Corporate,Peru,Los Morochucos,Ayacucho,050206,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,159.968,4,0.2,29.994,Cangallo
5724,CA-2016-165820,9/26/2016,9/30/2016,Standard Class,DW-13585,Dorothy Wardle,Corporate,Peru,Moquegua,Moquegua,170101,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,12.96,2,0.0,6.2208,Mariscal Nieto
5725,CA-2014-103191,9/22/2014,9/27/2014,Standard Class,VG-21805,Vivek Grady,Corporate,Peru,Huacaña,Ayacucho,051109,Central,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",331.536,3,0.2,-82.884,Sucre
5726,CA-2015-103933,9/25/2015,9/27/2015,First Class,DR-12880,Dan Reichenbach,Corporate,Peru,Andahuaylillas,Cusco,071202,East,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91,9,0.0,395.9604,Quispicanchi
5727,CA-2015-110548,5/4/2015,5/8/2015,Standard Class,AH-10690,Anna Häberlin,Corporate,Peru,Pullo,Ayacucho,050611,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,7,0.2,118.293,Parinacochas
5728,CA-2017-117324,12/8/2017,12/13/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,Peru,Urpay,La Libertad,120612,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,178.11,3,0.0,32.0598,Pataz
5729,CA-2017-117324,12/8/2017,12/13/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,Peru,Urpay,La Libertad,120612,Central,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3,0.0,305.13,Pataz
5730,CA-2017-117324,12/8/2017,12/13/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,Peru,Urpay,La Libertad,120612,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2,0.0,28.0876,Pataz
5731,CA-2017-117324,12/8/2017,12/13/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,Peru,Urpay,La Libertad,120612,Central,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92,4,0.0,41.3928,Pataz
5732,CA-2017-117324,12/8/2017,12/13/2017,Standard Class,JP-15520,Jeremy Pistek,Consumer,Peru,Urpay,La Libertad,120612,Central,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",27.52,4,0.0,12.6592,Pataz
5733,CA-2017-143574,6/29/2017,7/2/2017,First Class,DR-12880,Dan Reichenbach,Corporate,Peru,Maras,Cusco,071305,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,9,0.0,185.2578,Urubamba
5734,CA-2017-143574,6/29/2017,7/2/2017,First Class,DR-12880,Dan Reichenbach,Corporate,Peru,Maras,Cusco,071305,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,30.69,3,0.0,7.9794,Urubamba
5735,CA-2017-143574,6/29/2017,7/2/2017,First Class,DR-12880,Dan Reichenbach,Corporate,Peru,Maras,Cusco,071305,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2,0.0,8.5544,Urubamba
5736,CA-2014-111773,6/29/2014,7/3/2014,Standard Class,JK-15625,Jim Karlsson,Consumer,Peru,San Andres De Tupicocha,Lima,140614,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,3,0.2,4.872,Huarochiri
5737,CA-2014-148614,1/20/2014,1/25/2014,Standard Class,MV-17485,Mark Van Huff,Consumer,Peru,Pueblo Libre,Lima,140117,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.0,9.2928,Lima
5738,CA-2014-148614,1/20/2014,1/25/2014,Standard Class,MV-17485,Mark Van Huff,Consumer,Peru,Pueblo Libre,Lima,140117,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0.0,5.79,Lima
5739,CA-2017-156139,12/31/2016,1/6/2017,Standard Class,BP-11155,Becky Pak,Consumer,Peru,Lamas,San Martin,210301,West,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",38.376,3,0.2,13.4316,Lamas
5740,US-2017-147886,3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,Peru,Chalcos,Ayacucho,051103,West,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96,2,0.0,6.3504,Sucre
5741,US-2017-147886,3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,Peru,Chalcos,Ayacucho,051103,West,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48,1,0.0,10.0624,Sucre
5742,US-2017-147886,3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,Peru,Chalcos,Ayacucho,051103,West,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,2,0.2,53.272,Sucre
5743,US-2017-147886,3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,Peru,Chalcos,Ayacucho,051103,West,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,4,0.0,12.8256,Sucre
5744,US-2017-147886,3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,Peru,Chalcos,Ayacucho,051103,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,20.04,3,0.0,9.6192,Sucre
5745,US-2017-147886,3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,Peru,Chalcos,Ayacucho,051103,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,7,0.0,7.9548,Sucre
5746,US-2017-147886,3/28/2017,3/31/2017,First Class,DH-13075,Dave Hallsten,Corporate,Peru,Chalcos,Ayacucho,051103,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,21.56,7,0.0,6.8992,Sucre
5747,CA-2016-113733,12/8/2016,12/12/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,Peru,Supe Puerto,Lima,140905,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,2,0.2,31.198,Barranca
5748,CA-2016-113733,12/8/2016,12/12/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,Peru,Supe Puerto,Lima,140905,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,3,0.2,17.8794,Barranca
5749,CA-2016-113733,12/8/2016,12/12/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,Peru,Supe Puerto,Lima,140905,South,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,16.56,3,0.2,-2.484,Barranca
5750,CA-2017-104913,11/18/2017,11/22/2017,Standard Class,DK-13090,Dave Kipp,Consumer,Peru,Calzada,San Martin,210102,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",74.95,5,0.0,36.7255,Moyobamba
5751,CA-2014-145800,5/30/2014,6/5/2014,Standard Class,SS-20410,Shahid Shariari,Consumer,Peru,Chuquibamba,Amazonas,010106,Central,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,355.455,3,0.5,-184.8366,Chachapoyas
5752,CA-2016-125850,1/22/2016,1/28/2016,Standard Class,FP-14320,Frank Preis,Consumer,Peru,Ccatca,Cusco,071205,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4,3,0.0,22.2,Quispicanchi
5753,CA-2016-125850,1/22/2016,1/28/2016,Standard Class,FP-14320,Frank Preis,Consumer,Peru,Ccatca,Cusco,071205,West,OFF-LA-10004484,Office Supplies,Labels,Avery 476,20.65,5,0.0,9.499,Quispicanchi
5754,CA-2016-118514,2/3/2016,2/10/2016,Standard Class,LC-17050,Liz Carlisle,Consumer,Peru,La Libertad,Ancash,020107,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0.0,225.264,Huaraz
5755,CA-2015-150749,3/29/2015,4/3/2015,Second Class,AS-10240,Alan Shonely,Consumer,Peru,Huayllan,Ancash,021102,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,2,0.0,1.4456,Pomabamba
5756,CA-2014-163748,10/14/2014,10/18/2014,Standard Class,HG-15025,Hunter Glantz,Consumer,Peru,Ranracancha,Apurimac,030708,Central,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.16,4,0.8,-8.532,Chincheros
5757,CA-2014-163748,10/14/2014,10/18/2014,Standard Class,HG-15025,Hunter Glantz,Consumer,Peru,Ranracancha,Apurimac,030708,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,5,0.2,624.9875,Chincheros
5758,CA-2015-119634,8/11/2015,8/16/2015,Standard Class,BW-11065,Barry Weirich,Consumer,Peru,San Juan De Tarucani,Arequipa,040116,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",46.152,3,0.2,12.1149,Arequipa
5759,CA-2015-149300,11/22/2015,11/23/2015,First Class,BH-11710,Brosina Hoffman,Consumer,Peru,La Victoria,Lima,140109,South,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,32.985,3,0.5,-1.9791,Lima
5760,US-2016-111528,12/30/2016,12/30/2016,Same Day,JP-16135,Julie Prescott,Home Office,Peru,Yanacancha,Pasco,180114,West,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,4,0.0,125.1432,Pasco
5761,US-2016-111528,12/30/2016,12/30/2016,Same Day,JP-16135,Julie Prescott,Home Office,Peru,Yanacancha,Pasco,180114,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,6.384,1,0.2,2.1546,Pasco
5762,CA-2017-158169,8/12/2017,8/15/2017,First Class,JM-16195,Justin MacKendrick,Consumer,Peru,Ocobamba,Cusco,070905,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0.0,152.0232,La Convencion
5763,CA-2017-158169,8/12/2017,8/15/2017,First Class,JM-16195,Justin MacKendrick,Consumer,Peru,Ocobamba,Cusco,070905,West,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92,4,0.0,19.7712,La Convencion
5764,CA-2015-162047,11/3/2015,11/5/2015,First Class,FH-14365,Fred Hopkins,Corporate,Peru,Santa Ana,Cusco,070901,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1448.82,10,0.1,209.274,La Convencion
5765,CA-2015-117772,9/10/2015,9/12/2015,Second Class,MC-17575,Matt Collins,Consumer,Peru,Saposoa,San Martin,210201,West,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",353.88,6,0.0,17.694,Huallaga
5766,US-2014-126340,11/8/2014,11/14/2014,Standard Class,EB-13870,Emily Burns,Consumer,Peru,Callao,Callao,240101,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.576,3,0.2,25.0182,Callao
5767,CA-2016-149685,10/8/2016,10/15/2016,Standard Class,PM-19135,Peter McVee,Home Office,Peru,Junin,Junin,110401,Central,OFF-LA-10004545,Office Supplies,Labels,Avery 50,60.144,6,0.2,20.2986,Junin
5768,CA-2017-126396,9/8/2017,9/12/2017,Second Class,AR-10345,Alex Russell,Corporate,Peru,Huachocolpa,Huancavelica,080106,Central,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,85.2,6,0.2,20.235,Huancavelica
5769,CA-2015-154900,2/25/2015,3/1/2015,Standard Class,SS-20875,Sung Shariari,Consumer,Peru,Zorritos,Tumbes,230201,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,3.15,1,0.0,1.512,Contralmirante Villar
5770,CA-2015-154900,2/25/2015,3/1/2015,Standard Class,SS-20875,Sung Shariari,Consumer,Peru,Zorritos,Tumbes,230201,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0.0,10.224,Contralmirante Villar
5771,CA-2015-103835,9/24/2015,9/28/2015,Standard Class,SC-20440,Shaun Chance,Corporate,Peru,Jaqui,Arequipa,040410,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,3,0.0,4.6221,Caraveli
5772,CA-2015-103835,9/24/2015,9/28/2015,Standard Class,SC-20440,Shaun Chance,Corporate,Peru,Jaqui,Arequipa,040410,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,4,0.0,335.8548,Caraveli
5773,CA-2015-158939,11/26/2015,12/1/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,Peru,Micaela Bastidas,Apurimac,030606,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,599.99,1,0.0,233.9961,Grau
5774,CA-2016-117408,8/31/2016,9/6/2016,Standard Class,TP-21130,Theone Pippenger,Consumer,Peru,Choros,Cajamarca,060504,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968,2,0.2,2.3968,Cutervo
5775,CA-2016-142398,4/12/2016,4/16/2016,Standard Class,BP-11290,Beth Paige,Consumer,Peru,Sinsicap,La Libertad,120410,West,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.288,7,0.2,-31.9144,Otuzco
5776,CA-2016-142398,4/12/2016,4/16/2016,Standard Class,BP-11290,Beth Paige,Consumer,Peru,Sinsicap,La Libertad,120410,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,13.208,1,0.2,4.6228,Otuzco
5777,CA-2016-105277,12/4/2016,12/8/2016,Standard Class,LM-17065,Liz MacKendrick,Consumer,Peru,San Luis,Lima,140413,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,15.528,3,0.2,5.823,Cañete
5778,CA-2016-112060,12/4/2016,12/9/2016,Standard Class,KT-16465,Kean Takahito,Consumer,Peru,Huamancaca Chico,Junin,110905,West,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,104.85,1,0.0,50.328,Chupaca
5779,CA-2014-105270,11/11/2014,11/18/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,Peru,Olleros,Amazonas,010116,West,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,3,0.0,7.9248,Chachapoyas
5780,CA-2014-105270,11/11/2014,11/18/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,Peru,Olleros,Amazonas,010116,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,112.648,1,0.2,11.2648,Chachapoyas
5781,US-2015-159513,4/2/2015,4/9/2015,Standard Class,JD-15790,John Dryer,Consumer,Peru,Bolivar,Cajamarca,061013,West,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976,3,0.2,24.2919,San Miguel
5782,CA-2015-155586,12/12/2015,12/16/2015,Second Class,XP-21865,Xylona Preis,Consumer,Peru,Yungar,Ancash,020411,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,2.21,1,0.0,0.5967,Carhuaz
5783,CA-2015-155586,12/12/2015,12/16/2015,Second Class,XP-21865,Xylona Preis,Consumer,Peru,Yungar,Ancash,020411,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,15.52,4,0.0,7.4496,Carhuaz
5784,CA-2015-155586,12/12/2015,12/16/2015,Second Class,XP-21865,Xylona Preis,Consumer,Peru,Yungar,Ancash,020411,West,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44,4,0.0,16.398,Carhuaz
5785,CA-2017-141117,10/2/2017,10/8/2017,Standard Class,JK-16090,Juliana Krohn,Consumer,Peru,Chuquibamba,Arequipa,040601,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,217.764,6,0.7,-384.7164,Condesuyos
5786,CA-2017-141117,10/2/2017,10/8/2017,Standard Class,JK-16090,Juliana Krohn,Consumer,Peru,Chuquibamba,Arequipa,040601,West,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,39.072,6,0.2,4.3956,Condesuyos
5787,CA-2017-141117,10/2/2017,10/8/2017,Standard Class,JK-16090,Juliana Krohn,Consumer,Peru,Chuquibamba,Arequipa,040601,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",22.638,7,0.7,-16.6012,Condesuyos
5788,CA-2017-141117,10/2/2017,10/8/2017,Standard Class,JK-16090,Juliana Krohn,Consumer,Peru,Chuquibamba,Arequipa,040601,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,95.144,7,0.2,10.7037,Condesuyos
5789,CA-2017-115070,4/10/2017,4/14/2017,Second Class,MG-18205,Mitch Gastineau,Corporate,Peru,Lurin,Lima,140113,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,12.32,5,0.2,1.848,Lima
5790,CA-2017-115070,4/10/2017,4/14/2017,Second Class,MG-18205,Mitch Gastineau,Corporate,Peru,Lurin,Lima,140113,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.419,3,0.7,-3.0933,Lima
5791,CA-2017-140186,9/29/2017,10/2/2017,First Class,PG-18820,Patrick Gardner,Consumer,Peru,Union Agua Blanca,Cajamarca,061010,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0,7,0.0,16.8,San Miguel
5792,CA-2017-140186,9/29/2017,10/2/2017,First Class,PG-18820,Patrick Gardner,Consumer,Peru,Union Agua Blanca,Cajamarca,061010,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",72.784,1,0.2,0.0,San Miguel
5793,CA-2017-140186,9/29/2017,10/2/2017,First Class,PG-18820,Patrick Gardner,Consumer,Peru,Union Agua Blanca,Cajamarca,061010,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,0.0,25.4384,San Miguel
5794,CA-2017-140186,9/29/2017,10/2/2017,First Class,PG-18820,Patrick Gardner,Consumer,Peru,Union Agua Blanca,Cajamarca,061010,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0.0,15.525,San Miguel
5795,CA-2017-140186,9/29/2017,10/2/2017,First Class,PG-18820,Patrick Gardner,Consumer,Peru,Union Agua Blanca,Cajamarca,061010,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352,San Miguel
5796,CA-2014-124856,9/29/2014,10/3/2014,Second Class,LD-17005,Lisa DeCherney,Consumer,Peru,Recta,Amazonas,010307,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395.54,9,0.0,362.8404,Bongara
5797,CA-2014-124856,9/29/2014,10/3/2014,Second Class,LD-17005,Lisa DeCherney,Consumer,Peru,Recta,Amazonas,010307,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36,4,0.0,36.3816,Bongara
5798,CA-2014-124856,9/29/2014,10/3/2014,Second Class,LD-17005,Lisa DeCherney,Consumer,Peru,Recta,Amazonas,010307,East,OFF-LA-10000121,Office Supplies,Labels,Avery 48,18.9,3,0.0,8.694,Bongara
5799,CA-2014-124856,9/29/2014,10/3/2014,Second Class,LD-17005,Lisa DeCherney,Consumer,Peru,Recta,Amazonas,010307,East,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,77.52,2,0.0,37.9848,Bongara
5800,CA-2014-166716,8/20/2014,8/25/2014,Second Class,CR-12730,Craig Reiter,Consumer,Peru,Torata,Moquegua,170105,Central,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",421.372,2,0.3,-6.0196,Mariscal Nieto
5801,CA-2014-123225,7/11/2014,7/14/2014,First Class,MN-17935,Michael Nguyen,Consumer,Peru,Pampacolca,Arequipa,040510,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,575.968,4,0.2,43.1976,Castilla
5802,CA-2014-123225,7/11/2014,7/14/2014,First Class,MN-17935,Michael Nguyen,Consumer,Peru,Pampacolca,Arequipa,040510,Central,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,10.368,2,0.2,3.6288,Castilla
5803,CA-2015-163440,3/22/2015,3/24/2015,First Class,RD-19900,Ruben Dartt,Consumer,Peru,Chojata,Moquegua,170203,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,15.984,2,0.2,1.1988,General Sanchez Cerro
5804,US-2017-106796,5/12/2017,5/19/2017,Standard Class,JP-16135,Julie Prescott,Home Office,Peru,Huacaschuque,Ancash,021004,East,OFF-AR-10003504,Office Supplies,Art,Newell 347,10.272,3,0.2,1.1556,Pallasca
5805,CA-2017-113873,11/13/2017,11/19/2017,Standard Class,KE-16420,Katrina Edelman,Corporate,Peru,San Pedro De Pillao,Pasco,180205,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,4,0.2,6.1792,Daniel Alcides Carrion
5806,CA-2017-113873,11/13/2017,11/19/2017,Standard Class,KE-16420,Katrina Edelman,Corporate,Peru,San Pedro De Pillao,Pasco,180205,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",205.9992,3,0.32,-27.2646,Daniel Alcides Carrion
5807,CA-2016-149783,9/4/2016,9/7/2016,Second Class,DL-13315,Delfina Latchford,Consumer,Peru,Pampa Hermosa,Junin,110705,South,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,0.2,4.1148,Satipo
5808,CA-2016-149783,9/4/2016,9/7/2016,Second Class,DL-13315,Delfina Latchford,Consumer,Peru,Pampa Hermosa,Junin,110705,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,0.2,8.7168,Satipo
5809,CA-2016-149783,9/4/2016,9/7/2016,Second Class,DL-13315,Delfina Latchford,Consumer,Peru,Pampa Hermosa,Junin,110705,South,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2,0.2,8.3328,Satipo
5810,CA-2016-125017,2/6/2016,2/11/2016,Standard Class,KB-16240,Karen Bern,Corporate,Peru,Ccatca,Cusco,071205,South,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224,4,0.2,-18.1808,Quispicanchi
5811,US-2015-163279,3/22/2015,3/26/2015,Standard Class,JD-16150,Justin Deggeller,Corporate,Peru,Checras,Lima,140505,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,105.52,4,0.0,48.5392,Huaura
5812,US-2015-163279,3/22/2015,3/26/2015,Standard Class,JD-16150,Justin Deggeller,Corporate,Peru,Checras,Lima,140505,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0.0,15.6332,Huaura
5813,US-2015-163279,3/22/2015,3/26/2015,Standard Class,JD-16150,Justin Deggeller,Corporate,Peru,Checras,Lima,140505,West,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1487.976,3,0.2,185.997,Huaura
5814,CA-2015-150196,7/2/2015,7/3/2015,First Class,SR-20740,Steven Roelle,Home Office,Peru,Surquillo,Lima,140131,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44,3,0.0,9.3312,Lima
5815,US-2015-106495,6/15/2015,6/17/2015,First Class,AC-10450,Amy Cox,Consumer,Peru,Tantara,Huancavelica,080427,South,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,11.672,1,0.2,-0.7295,Castrovirreyna
5816,CA-2014-124730,11/26/2014,11/26/2014,Same Day,LS-17245,Lynn Smith,Consumer,Peru,Limatambo,Cusco,070304,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,279.96,4,0.0,78.3888,Anta
5817,CA-2014-124730,11/26/2014,11/26/2014,Same Day,LS-17245,Lynn Smith,Consumer,Peru,Limatambo,Cusco,070304,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",12.912,3,0.2,4.6806,Anta
5818,CA-2014-124730,11/26/2014,11/26/2014,Same Day,LS-17245,Lynn Smith,Consumer,Peru,Limatambo,Cusco,070304,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,17.088,4,0.2,5.7672,Anta
5819,CA-2014-124730,11/26/2014,11/26/2014,Same Day,LS-17245,Lynn Smith,Consumer,Peru,Limatambo,Cusco,070304,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",93.15,9,0.0,44.712,Anta
5820,CA-2014-124730,11/26/2014,11/26/2014,Same Day,LS-17245,Lynn Smith,Consumer,Peru,Limatambo,Cusco,070304,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,4,0.0,5.6448,Anta
